vuln_id,repo,sha,commit_date,year,source
CVE-2012-0394,https://gitbox.apache.org/repos/asf/struts.git,9cad25f258bb2629d263f828574d2671366c238d,,2012,cve_fallback
CVE-2012-0838,https://gitbox.apache.org/repos/asf/struts.git,5f54b8d087f5125d96838aafa5f64c2190e6885b,,2012,cve_fallback
CVE-2012-0881,https://github.com/apache/xerces2-j,992b5d9c24102ad20330d36c0a71162753a37449,2012-07-04T19:56:10Z,2012,commit
CVE-2012-1109,https://github.com/pediapress/mwlib,aa987c281c10e29f26aa0faa21c04f3bb1167fde,2012-02-29T10:43:07Z,2012,commit
CVE-2012-1176,https://github.com/pediapress/pyfribidi,d2860c655357975e7b32d84e6b45e98f0dcecd7a,2012-03-09T00:00:43Z,2012,commit
CVE-2012-2417,https://github.com/Legrandin/pycrypto,9f912f13df99ad3421eff360d6a62d7dbec755c2,2012-04-18T21:13:08Z,2012,commit
CVE-2012-3366,https://github.com/Bcfg2/bcfg2,a524967e8d5c4c22e49cd619aed20c87a316c0be,2012-06-12T13:20:10Z,2012,commit
CVE-2012-3408,https://github.com/puppetlabs/puppet,ab9150baa1b738467a33b01df1d90e076253fbbd,2012-06-27T00:11:37Z,2012,commit
CVE-2012-4386,https://github.com/apache/struts,1081c52be93abfd2f33ba8453c676e3edcedec8b,2012-08-03T13:40:01Z,2012,commit
CVE-2012-4387,https://gitbox.apache.org/repos/asf/struts.git,87935af56a27235e9399308ee1fcfb74f8edcefa,,2012,cve_fallback
CVE-2012-4406,https://github.com/openstack/swift,e1ff51c04554d51616d2845f92ab726cb0e5831a,2012-08-03T14:22:21Z,2012,commit
CVE-2012-5633,,,,2012,cve_fallback
CVE-2012-6092,https://git-wip-us.apache.org/repos/asf/activemq.git,51eb87a84be88d28383ea48f6e341ffe1203c5ba,,2012,cve_fallback
CVE-2012-6119,https://github.com/candlepin/candlepin.git,f4d93230e58b969c506b4c9778e04482a059b08c,2013-01-08T18:44:59Z,2013,commit
CVE-2012-6550,https://github.com/zeroclipboard/zeroclipboard,51b67b6d696f62aaf003210c08542588222c4913,2012-12-31T22:31:13Z,2012,commit
CVE-2012-6612,https://git-wip-us.apache.org/repos/asf/lucene-solr,f230486ce6707762c1a6e81655d0fac52887906d,,2012,cve_fallback
CVE-2013-0158,https://github.com/jenkinsci/jenkins.git,a9aff088f327278a8873aef47fa8f80d3c5932fd,2013-01-05T17:26:05Z,2013,commit
CVE-2013-0239,,,,2013,cve_fallback
CVE-2013-0256,https://github.com/ruby/rdoc,ffa87887ee0517793df7541629a470e331f9fe60,2013-02-06T03:57:58Z,2013,commit
CVE-2013-0294,https://github.com/pyradius/pyrad,38f74b36814ca5b1a27d9898141126af4953bee5,2013-01-15T15:55:54Z,2013,commit
CVE-2013-1445,https://github.com/dlitz/pycrypto,19dcf7b15d61b7dc1a125a367151de40df6ef175,2013-10-14T21:37:35Z,2013,commit
CVE-2013-1800,https://github.com/jnunemaker/crack,e3da1212a1f84a898ee3601336d1dbbf118fb5f6,2013-01-09T17:24:57Z,2013,commit
CVE-2013-1801,https://github.com/jnunemaker/httparty,53a812426dd32108d6cba4272b493aa03bc8c031,2013-01-10T20:45:09Z,2013,commit
CVE-2013-1879,https://git-wip-us.apache.org/repos/asf/activemq.git,148ca81dcd8f14cfe2ff37012fd1aa42518f02dc,,2013,cve_fallback
CVE-2013-1880,https://git-wip-us.apache.org/repos/asf/activemq.git,fafd12dfd4f71336f8e32c090d40ed1445959b40,,2013,cve_fallback
CVE-2013-1965,https://github.com/apache/struts,7e6f641ebb142663cbd1653dc49bed725edf7f56,2013-04-18T09:49:41Z,2013,commit
CVE-2013-1966,https://github.com/apache/struts,7e6f641ebb142663cbd1653dc49bed725edf7f56,2013-04-18T09:49:41Z,2013,commit
CVE-2013-2013,https://github.com/openstack/python-keystoneclient,f2e0818bc97bfbeba83f6abbb07909a8debcad77,2013-05-20T18:02:16Z,2013,commit
CVE-2013-2035,https://github.com/fusesource/hawtjni.git,92c266170ce98edc200c656bd034a237098b8aa5,2013-05-13T12:41:14Z,2013,commit
CVE-2013-2115,https://github.com/apache/struts,d7804297e319c7a12245e1b536e565fcea6d650,2013-05-24T13:52:41Z,2013,commit
CVE-2013-2134,https://github.com/apache/struts,01e6b251b4db78bfb7971033652e81d1af4cb3e,2013-06-03T08:46:20Z,2013,commit
CVE-2013-2135,https://github.com/apache/struts,cfb6e9afbae320a4dd5bdd655154ab9fe5a92c1,2013-06-03T08:51:59Z,2013,commit
CVE-2013-2191,https://github.com/python-bugzilla/python-bugzilla,a782282ee479ba4cc1b8b1d89700ac630ba83eef,2013-06-19T16:36:57Z,2013,commit
CVE-2013-2193,https://github.com/apache/hbase,408eb243ad51bbad593d83ad2cfd35cc0e90b38e,2013-06-20T06:40:58Z,2013,commit
CVE-2013-2248,https://github.com/apache/struts,3cfe34fefedcf0fdcfcb061c0aea34a715b7de6,2013-07-14T14:18:39Z,2013,commit
CVE-2013-2251,https://github.com/apache/struts,3cfe34fefedcf0fdcfcb061c0aea34a715b7de6,2013-07-14T14:18:39Z,2013,commit
CVE-2013-3300,https://github.com/lift/framework,099d9c86cf6d81f4953957add478ab699946e601,2013-04-05T20:32:18Z,2013,commit
CVE-2013-4002,https://github.com/apache/xerces2-j,266e837852e0f0e3c8c1ad572b6fc4dbb4ded17,2013-07-03T18:29:43Z,2013,commit
CVE-2013-4116,https://github.com/npm/npm,f4d31693e73a963574a88000580db1a716fe66f1,2013-07-10T15:59:28Z,2013,commit
CVE-2013-4152,https://github.com/spring-projects/spring-framework.git,7576274874deeccb6da6b09a8d5bd62e8b5538b7,2013-08-06T22:08:53Z,2013,commit
CVE-2013-4221,https://github.com/restlet/restlet-framework-java,12cc79b3953c7bd276e9f1cae2fbfdb9c1a6f07,2013-08-14T16:08:42Z,2013,commit
CVE-2013-4286,,,,2013,cve_fallback
CVE-2013-4310,https://github.com/apache/struts,0c8366cb792227d484b9ca13e537037dd0cb57dc,2013-10-15T18:20:43Z,2013,commit
CVE-2013-4316,https://github.com/apache/struts,58947c3f85ae641c1a476316a2888e53605948d1,2013-09-18T05:50:13Z,2013,commit
CVE-2013-4330,https://git-wip-us.apache.org/repos/asf/camel.git,2281b1f365c50ee1a470fb9990b753eadee9095,,2013,cve_fallback
CVE-2013-4347,https://github.com/joestump/python-oauth2,82dd2cdd4954cd7b8983d5d64c0dfd9072bf4650,2015-07-29T02:55:33Z,2015,commit
CVE-2013-4366,https://github.com/apache/httpcomponents-client,08140864e3e4c0994e094c4cf0507932baf6a66,2013-10-02T20:14:31Z,2013,commit
CVE-2013-4413,https://github.com/zombocom/wicked,fe31bb2533fffc9d098c69ebeb7afc3b80509f53,2013-10-08T17:03:12Z,2013,commit
CVE-2013-4562,https://github.com/simi/omniauth-facebook,ccfcc26fe7e34acbd75ad4a095fd01ce5ff48ee7,2013-11-12T21:15:58Z,2013,commit
CVE-2013-4701,https://github.com/openid/php-openid,625c16bb28bb120d262b3f19f89c2c06cb9b0da9,2013-08-12T01:41:28Z,2013,commit
CVE-2013-5679,https://github.com/ESAPI/esapi-java-legacy,41138fef5f63d9cf0d5e05d2bee2c7f682ffef3f,2013-08-29T00:49:41Z,2013,commit
CVE-2013-5855,https://github.com/javaserverfaces/mojarra,3d476326c7ff32fe17357ac44a7fe194874df246,,2013,cve_fallback
CVE-2013-5960,https://github.com/ESAPI/esapi-java-legacy,b7cbc53f9cc967cf1a5a9463d8c6fef9ed6ef4f7,2016-01-31T06:56:59Z,2016,commit
CVE-2013-6348,https://github.com/apache/struts,01584fabc74635d63a1b2670f18d8fcd1ee046cc,2013-10-18T08:10:07Z,2013,commit
CVE-2013-6372,https://github.com/jenkinsci/subversion-plugin.git,7d4562d6f7e40de04bbe29577b51c79f07d05ba6,2013-11-19T02:07:09Z,2013,commit
CVE-2013-6397,https://git-wip-us.apache.org/repos/asf/lucene-solr,da34b18cb3092df4972e2b6fa5178d1059923910,,2013,cve_fallback
CVE-2013-6407,https://git-wip-us.apache.org/repos/asf/lucene-solr,f230486ce6707762c1a6e81655d0fac52887906d,,2013,cve_fallback
CVE-2013-6408,https://git-wip-us.apache.org/repos/asf/lucene-solr,7239a57a51ea0f4d05dd330ce5e15e4f72f72747,,2013,cve_fallback
CVE-2013-6429,https://github.com/spring-projects/spring-framework.git,2ae6a6a3415eebc57babcb9d3e5505887eda6d8,2013-11-05T14:23:20Z,2013,commit
CVE-2013-6430,https://github.com/spring-projects/spring-framework.git,7a7df6637478607bef0277bf52a4e0a03e20a248,2013-02-15T11:45:54Z,2013,commit
CVE-2013-6447,https://github.com/seam2/jboss-seam.git,090aa6252affc978a96c388e3fc2c1c2688d9bb5,2014-01-21T15:45:36Z,2014,commit
CVE-2013-6448,https://github.com/seam2/jboss-seam.git,090aa6252affc978a96c388e3fc2c1c2688d9bb5,2014-01-21T15:45:36Z,2014,commit
CVE-2013-6465,https://github.com/kiegroup/jbpm-wb,4818204506e8e94645b52adb9426bedfa9ffdd04,2014-01-08T18:17:25Z,2014,commit
CVE-2013-7251,https://github.com/micromata/projectforge-webapp.git,422de35e3c3141e418a73bfb39b430d5fd74077e,2013-12-05T23:14:24Z,2013,commit
CVE-2013-7285,https://github.com/x-stream/xstream,6344867dce6767af7d0fe34fb393271a6456672d,2014-01-22T18:29:40Z,2014,commit
CVE-2013-7315,https://github.com/spring-projects/spring-framework.git,7576274874deeccb6da6b09a8d5bd62e8b5538b7,2013-08-06T22:08:53Z,2013,commit
CVE-2013-7330,https://github.com/jenkinsci/jenkins.git,36342d71e29e0620f803a7470ce96c61761648d8,2013-02-13T23:32:09Z,2013,commit
CVE-2013-7378,https://github.com/github/hubot-scripts,feee5abdb038a229a98969ae443cdb8a61747782,2013-04-26T19:00:24Z,2013,commit
CVE-2013-7397,https://github.com/AsyncHttpClient/async-http-client,df6ed70e86c8fc340ed75563e016c8baa94d7e72,2014-06-12T19:47:02Z,2014,commit
CVE-2013-7398,https://github.com/AsyncHttpClient/async-http-client,3c9152e2c75f7e8b654beec40383748a14c6b51b,2014-03-30T15:43:07Z,2014,commit
CVE-2013-7459,https://github.com/pycrypto/pycrypto,8dbe0dc3eea5c689d4f76b37b93fe216cf1f00d4,2014-02-22T07:43:06Z,2014,commit
CVE-2014-0002,https://git-wip-us.apache.org/repos/asf/camel.git,54b65c1d30848835f26bd138c0ba407bc1e560d,,2014,cve_fallback
CVE-2014-0003,https://git-wip-us.apache.org/repos/asf/camel.git,e922f89290f236f3107039de61af0375826bd96d,,2014,cve_fallback
CVE-2014-0012,https://github.com/pallets/jinja,acb672b6a179567632e032f547582f30fa2f4aa7,2014-01-10T10:40:51Z,2014,commit
CVE-2014-0054,https://github.com/spring-projects/spring-framework.git,1c5cab2a4069ec3239c531d741aeb07a434f521b,2014-02-03T21:57:03Z,2014,commit
CVE-2014-0072,https://github.com/apache/cordova-plugin-file-transfer,a1d6fc07e8a40c1b2b16f4103c403b30e1089668,2014-02-19T15:21:33Z,2014,commit
CVE-2014-0073,https://github.com/apache/cordova-plugin-inappbrowser,26702cb0720c5c394b407c23570136c53171fa55,2014-02-19T05:26:19Z,2014,commit
CVE-2014-0086,https://github.com/pslegr/core-1.git,8131f15003f5bec73d475d2b724472e4b87d0757,2014-02-24T07:24:04Z,2014,commit
CVE-2014-0094,https://github.com/apache/struts.git,74e26830d2849a84729b33497f729e0f033dc147,2016-01-10T10:47:25Z,2016,commit
CVE-2014-0097,https://github.com/spring-projects/spring-security.git,88559882e967085c47a7e1dcbc4dc32c2c796868,2014-03-10T19:43:59Z,2014,commit
CVE-2014-0109,https://git-wip-us.apache.org/repos/asf/cxf.git,f8ed98e684c1a67a77ae8726db05a04a4978a445,,2014,cve_fallback
CVE-2014-0110,https://git-wip-us.apache.org/repos/asf/cxf.git,8f4799b5bc5ed0fe62d6e018c45d960e3652373e,,2014,cve_fallback
CVE-2014-0112,https://github.com/apache/struts.git,74e26830d2849a84729b33497f729e0f033dc147,2016-01-10T10:47:25Z,2016,commit
CVE-2014-0113,https://github.com/apache/struts.git,74e26830d2849a84729b33497f729e0f033dc147,2016-01-10T10:47:25Z,2016,commit
CVE-2014-0114,https://github.com/apache/commons-beanutils,2412c90ba5584fed123fa6a33e752e6c8eaf74e9,2014-05-24T20:11:58Z,2014,commit
CVE-2014-0116,https://github.com/apache/struts.git,74e26830d2849a84729b33497f729e0f033dc147,2016-01-10T10:47:25Z,2016,commit
CVE-2014-0120,https://github.com/hawtio/hawtio,b4e23e002639c274a2f687ada980118512f06113,2014-03-06T17:11:42Z,2014,commit
CVE-2014-0160,https://github.com/openssl/openssl,96db9023b881d7cd9f379b0c154650d6c108e9a3,2014-04-07T16:53:31Z,2014,commit
CVE-2014-0168,https://github.com/rhuss/jolokia.git,2d9b168cfbbf5a6d16fa6e8a5b34503e3dc42364,2014-04-24T15:13:24Z,2014,commit
CVE-2014-0177,https://github.com/github/hub,016ec99d25b1cb83cb4367e541177aa431beb600,2014-04-15T17:04:30Z,2014,commit
CVE-2014-0193,https://github.com/netty/netty,8599ab5bdb761bb99d41a975d689f74c12e4892b,2014-04-30T12:49:37Z,2014,commit
CVE-2014-0225,https://github.com/spring-projects/spring-framework.git,8e096aeef55287dc829484996c9330cf755891a1,2014-05-20T02:45:12Z,2014,commit
CVE-2014-0228,https://github.com/apache/hive,c3d7083b7605d1753946c4c4411e3a3241ea7ffe,2014-09-12T18:59:07Z,2014,commit
CVE-2014-0229,https://github.com/apache/hadoop,957c56dbe5b1490490c09ddfbca9a4204c7c9d00,2014-05-31T14:33:31Z,2014,commit
CVE-2014-1202,https://github.com/SmartBear/soapui,6373165649ad74257493c69dbc0569caa7e6b4a6,2014-01-10T18:46:37Z,2014,commit
CVE-2014-1403,https://github.com/oyvindkinsey/easyXDM,a3194d32c25a0d27a10a47304eb9c9be93ffbf13,2014-01-18T21:59:56Z,2014,commit
CVE-2014-1604,https://github.com/alex/rply,fc9bbcd25b0b4f09bbd6339f710ad24c129d5d7c,2014-01-17T23:16:39Z,2014,commit
CVE-2014-1858,https://github.com/numpy/numpy,0bb46c1448b0d3f5453d5182a17ea7ac5854ee15,2014-02-05T23:54:24Z,2014,commit
CVE-2014-1904,https://github.com/spring-projects/spring-framework.git,741b4b229ae032bd17175b46f98673ce0bd2d485,2014-02-13T19:36:12Z,2014,commit
CVE-2014-1932,https://github.com/python-pillow/Pillow,4e9f367dfd3f04c8f5d23f7f759ec12782e10ee7,2014-03-14T23:40:45Z,2014,commit
CVE-2014-1938,https://github.com/alex/rply,76d268a38c627bf4aebebcd064f5b6d380eb8b20,2015-09-01T11:21:10Z,2015,commit
CVE-2014-1972,https://git-wip-us.apache.org/repos/asf/tapestry-5.git.git,95846b173d83c2eb42db75dae3e7d5e13a633946,,2014,cve_fallback
CVE-2014-2058,https://github.com/jenkinsci/jenkins.git,b6b2a367a7976be80a799c6a49fa6c58d778b50e,2014-02-11T19:22:46Z,2014,commit
CVE-2014-2059,https://github.com/jenkinsci/jenkins.git,ad38d8480f20ce3cbf8fec3e2003bc83efda4f7d,2014-02-11T19:22:39Z,2014,commit
CVE-2014-2061,https://github.com/jenkinsci/jenkins.git,bf539198564a1108b7b71a973bf7de963a6213ef,2014-02-11T19:19:39Z,2014,commit
CVE-2014-2062,https://github.com/jenkinsci/jenkins.git,5548b5220cfd496831b5721124189ff18fbb12a3,2014-02-11T19:19:31Z,2014,commit
CVE-2014-2064,https://github.com/jenkinsci/jenkins.git,fbf96734470caba9364f04e0b77b0bae7293a1ec,2014-02-11T19:17:36Z,2014,commit
CVE-2014-2065,https://github.com/jenkinsci/jenkins.git,a0b00508eeb74d7033dc4100eb382df4e8fa72e7,2014-02-11T19:17:00Z,2014,commit
CVE-2014-2066,https://github.com/jenkinsci/jenkins.git,8ac74c350779921598f9d5edfed39dd35de8842a,2014-02-11T19:08:07Z,2014,commit
CVE-2014-2067,https://github.com/jenkinsci/jenkins.git,5d57c855f3147bfc5e7fda9252317b428a700014,2014-02-11T19:08:03Z,2014,commit
CVE-2014-2068,https://github.com/jenkinsci/jenkins.git,0530a6645aac10fec005614211660e98db44b5eb,2014-02-11T19:07:32Z,2014,commit
CVE-2014-3488,https://github.com/netty/netty,2fa9400a59d0563a66908aba55c41e7285a04994,2014-06-10T08:56:18Z,2014,commit
CVE-2014-3490,https://github.com/ronsigal/Resteasy.git,9b7d0f574cafdcf3bea5428f3145ab4908fc6d83,2014-07-20T01:29:55Z,2014,commit
CVE-2014-3498,https://github.com/ansible/ansible,8ed6350e65c82292a631f08845dfaacffe7f07f5,2014-07-01T19:14:14Z,2014,commit
CVE-2014-3527,https://github.com/spring-projects/spring-security.git,2cb99f079152ac05cee5c90457c7feb3bb2de55,2014-08-11T20:20:58Z,2014,commit
CVE-2014-3558,https://github.com/hibernate/hibernate-validator,fd4eaed7fb930db6a5e4c03742b4b3adcfecc90e,2014-07-23T07:02:09Z,2014,commit
CVE-2014-3576,https://github.com/apache/activemq.git,00921f22ff9a8792d7663ef8fadd4823402a6324,2014-08-13T15:15:29Z,2014,commit
CVE-2014-3578,https://github.com/spring-projects/spring-framework.git,8e096aeef55287dc829484996c9330cf755891a1,2014-05-20T02:45:12Z,2014,commit
CVE-2014-3579,https://git-wip-us.apache.org/repos/asf/activemq-apollo.git,e5647554e6801a522c508a8eb457979a9af8c398,,2014,cve_fallback
CVE-2014-3584,https://git-wip-us.apache.org/repos/asf/cxf.git,0b3894f57388b9955f2c33b2295223f2835cd7b3,,2014,cve_fallback
CVE-2014-3599,https://github.com/hornetq/hornetq,b3a63576371828d5f8e64ba7ccbcecb1da8111d2,2014-09-29T13:06:25Z,2014,commit
CVE-2014-3600,https://gitbox.apache.org/repos/asf/activemq.git,b9696ac80bb496b52d05c3884f81b0746d9af9e2,,2014,cve_fallback
CVE-2014-3612,https://git-wip-us.apache.org/repos/asf/activemq.git,0b5231ada5ce365b41832ba8752ee210145d1cbe,,2014,cve_fallback
CVE-2014-3625,https://github.com/spring-projects/spring-framework.git,3f68cd633f03370d33c2603a6496e81273782601,2014-11-11T05:49:42Z,2014,commit
CVE-2014-3682,https://github.com/kiegroup/jbpm-designer,5641588c730cc75dc3b76c34b76271fbd407fb8,2015-01-05T14:15:36Z,2015,commit
CVE-2014-3741,https://github.com/tojocky/node-printer,e001e38738c17219a1d9dd8c31f7d82b9c0013c7,2013-06-28T18:30:28Z,2013,commit
CVE-2014-4657,https://github.com/ansible/ansible,998793fd0ab55705d57527a38cee5e83f535974c,2014-04-01T19:44:48Z,2014,commit
CVE-2014-6394,https://github.com/pillarjs/send,9c6ca9b2c0b880afd3ff91ce0d211213c5fa5f9a,2014-09-04T18:27:58Z,2014,commit
CVE-2014-6633,https://github.com/tryton/trytond,13b9fce7296a6301343ab67fab2f1a1af61e4bb0,2014-09-29T15:23:37Z,2014,commit
CVE-2014-7192,https://github.com/browserify/syntax-error,9aa4e66eb90ec595d2dba55e6f9c2dd9a668b309,2014-07-15T02:52:00Z,2014,commit
CVE-2014-7193,https://github.com/hapijs/crumb,5e6d4f5c81677fe9e362837ffd4a02394303db3c,2014-07-31T20:05:07Z,2014,commit
CVE-2014-7809,https://github.com/apache/struts,1f301038a751bf16e525607c3db513db835b2999,2014-11-21T18:21:35Z,2014,commit
CVE-2014-8115,https://github.com/kiegroup/kie-wb-distributions,90eed433d36b21265fdf978252b8619766b8e74b,2014-12-24T13:29:23Z,2014,commit
CVE-2014-8122,https://github.com/weld/core.git,29fd1107fd30579ad9bb23fae4dc3ba464205745,2014-12-04T10:16:55Z,2014,commit
CVE-2014-8125,https://github.com/droolsjbpm/drools.git,c48464c3b246e6ef0d4cd0dbf67e83ccd532c6d3,2014-12-22T13:17:52Z,2014,commit
CVE-2014-8152,https://github.com/apache/santuario-xml-security-java,3d7086c603a4538933dfa98d697d0df4539a984f,2014-10-26T14:25:40Z,2014,commit
CVE-2014-8650,https://github.com/requests/requests-kerberos,208bebb7008796a07be0204d9b5beaa55d2373ae,2014-11-04T15:40:29Z,2014,commit
CVE-2014-8681,https://github.com/gogs/gogs,83283bca4cb4e0f4ec48a28af680f0d88db3d2c8,2014-10-25T11:50:19Z,2014,commit
CVE-2014-8682,https://github.com/gogs/gogs,0c5ba4573aecc9eaed669e9431a70a5d9f184b8d,2014-11-04T16:37:15Z,2014,commit
CVE-2014-9130,https://github.com/yaml/libyaml,e6aa721cc0e5a48f408c52355559fd36780ba32a,2014-11-28T17:21:49Z,2014,commit
CVE-2014-9489,https://github.com/gollum/grit_adapter,4520d973c81fecfebbeacd2ef2f1849d763951c7,2014-12-04T12:45:17Z,2014,commit
CVE-2014-9682,https://github.com/skoranga/node-dns-sync,d9abaae384b198db1095735ad9c1c73d7b890a0d,2014-11-10T23:44:07Z,2014,commit
CVE-2014-9721,https://github.com/zeromq/zeromq4-x,b6e3e0f601e2c1ec1f3aac880ed6a3fe63043e51,2014-12-05T08:08:38Z,2014,commit
CVE-2015-0201,https://github.com/spring-projects/spring-framework.git,d63cfc8eebc396be009e733a81ebb4c984811f6e,2015-01-23T02:29:18Z,2015,commit
CVE-2015-0225,https://github.com/apache/cassandra,c041ea8b3748089937168839791a6d64382b34de,2015-03-30T13:38:50Z,2015,commit
CVE-2015-0263,https://github.com/apache/camel,7d19340bcdb42f7aae584d9c5003ac4f7ddaee36,2015-03-02T07:15:45Z,2015,commit
CVE-2015-0264,https://github.com/apache/camel,1df559649a96a1ca0368373387e542f46e4820da,2015-03-02T07:15:44Z,2015,commit
CVE-2015-0276,https://github.com/zhumengyuan/kallithea,68183cc8e48e4e4fee8510ee819f903b3af3a01b,2015-04-07T01:30:05Z,2015,commit
CVE-2015-0838,https://github.com/dulwich/dulwich,b25e8390074060ea2aed25cf070b8e98b85a3875,2015-03-06T17:34:09Z,2015,commit
CVE-2015-0846,https://github.com/jamesturk/django-markupfield,b45734ea1d206abc1ed2a90bdc779708066d49f3,2015-04-16T16:10:13Z,2015,commit
CVE-2015-1326,https://github.com/martinpitt/python-dbusmock,4e7d0df9093,2015-05-12T10:28:03Z,2015,commit
CVE-2015-1427,https://github.com/elastic/elasticsearch.git,4e952b2d75de6ca4caf4b6743462714f3b60d07f,2015-02-11T12:26:43Z,2015,commit
CVE-2015-1775,https://gitbox.apache.org/repos/asf/ambari.git,3ab123a109f6384f019db455f256520f4a8b85dd,,2015,cve_fallback
CVE-2015-1776,https://github.com/apache/hadoop.git,6b710a42e00acca405e085724c89cda016cf7442,2015-05-14T23:07:56Z,2015,commit
CVE-2015-1782,https://github.com/libssh2/libssh2,7d94b69b802c03e8d7726f4ae61baba52cb7d871,2015-03-07T10:57:04Z,2015,commit
CVE-2015-1830,https://gitbox.apache.org/repos/asf/activemq.git,729c4731574ffffaf58ebefdbaeb3bd19ed1c7b7,,2015,cve_fallback
CVE-2015-1831,https://github.com/apache/struts,d832747d647df343ed07a58b1b5e540a05a4d51b,2015-05-03T18:57:15Z,2015,commit
CVE-2015-1836,https://gitbox.apache.org/repos/asf/hbase.git,942e09b71eef5bd9fdb1c8711125c4bc1193bcdc,,2015,cve_fallback
CVE-2015-1838,https://github.com/saltstack/salt,e11298d7155e9982749483ca5538e46090caef9c,2015-03-25T20:48:56Z,2015,commit
CVE-2015-1839,https://github.com/saltstack/salt,22d2f7a1ec93300c34e8c42d14ec39d51e610b5c,2015-03-25T22:01:20Z,2015,commit
CVE-2015-2080,https://github.com/eclipse/jetty.project,3e7b5f0fa918633ec24bd1bc23d6ee76d32c7729,2015-02-23T21:57:22Z,2015,commit
CVE-2015-2156,https://github.com/netty/netty,97d871a7553a01384b43df855dccdda5205ae77,2015-05-07T04:33:36Z,2015,commit
CVE-2015-2296,https://github.com/requests/requests,3bd8afbff29e50b38f889b2f688785a669b9aafc,2015-03-14T08:49:55Z,2015,commit
CVE-2015-2912,https://github.com/orientechnologies/orientdb,5dbd6035e4e59259f3e08ba8f1218785f36d1d2d,2015-08-20T18:35:50Z,2015,commit
CVE-2015-2913,https://github.com/orientechnologies/orientdb.git,668ece96be210e742a4e2820a3085b215cf55104,2015-04-04T14:45:12Z,2015,commit
CVE-2015-3189,https://github.com/cloudfoundry/uaa,a79b89f6e4f66626914b029b7a15a423491f8013,2015-04-20T19:26:35Z,2015,commit
CVE-2015-3192,https://github.com/spring-projects/spring-framework.git,5a711c05ec750f069235597173084c2ee796242,2015-06-30T11:59:00Z,2015,commit
CVE-2015-3206,https://github.com/02strich/pykerberos,02d13860b25fab58e739f0e000bed0067b7c6f9c,2015-05-17T22:03:23Z,2015,commit
CVE-2015-3208,https://github.com/apache/activemq-artemis,48d9951d879e0c8cbb59d4b64ab59d53ef88310d,2015-05-21T12:00:11Z,2015,commit
CVE-2015-3220,https://github.com/trevp/tlslite,aca8d4f898b436ff6754e1a9ab96cae976c8a853,2015-08-05T23:21:38Z,2015,commit
CVE-2015-3253,https://github.com/apache/groovy.git,09e9778e8a33052d8c27105aee5310649637233d,2015-07-09T18:12:51Z,2015,commit
